location,id,n_bedrooms,n_bathrooms,HouseType,sq_mt_built,buy_price,built_year,has_storage_room,has_parking,has_terrace,has_fitted_wardrobes
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
"Almagro, Madrid city",VM2210002,3.0,4.0,Duplex,243.0,"1,790,000",,1,1,0,0
"El Viso, Madrid city",VM2209057,4.0,7.0,House,881.0,"8,700,000",,0,0,1,0
"Cortes, Madrid city",VM2209079,2.0,2.0,Duplex,105.0,"990,000",,0,1,0,0
"Hispanoamérica, Madrid city",VM2210001,6.0,6.0,Flat,376.0,"3,000,000",,1,0,1,0
"Castellana, Madrid city",VM2312004,6.0,1.0,Flat,284.0,"1,700,000",,1,0,1,0
"Ciudad Universitaria, Madrid city",VM2212049,4.0,3.0,Flat,218.0,"1,450,000",,1,1,1,0
"Justicia, Madrid city",VM2209048,4.0,4.0,House,350.0,"3,700,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209047,3.0,2.0,Piso,175.0,"1,850,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209042,2.0,2.0,Flat,168.0,"1,850,000",190.0,0,0,0,0
"Nueva España, Madrid city",VM2209028,2.0,3.0,Flat,664.0,"3,990,000",,0,0,0,0
"Cortes, Madrid city",VM2209008,3.0,3.0,Flat,94.0,"829,000",,0,0,0,0
"Sol, Madrid city",VM2208018,2.0,2.0,Flat,84.0,"819,000",,0,0,0,0
"Piovera, Madrid Norte",VMN2208014,5.0,3.0,Flat,337.0,"950,000",,1,1,1,1
"Fuentelarreina, Madrid city",ONM2207001,,,Building,426.0,"1,570,000",,0,0,1,1
"Club de Golf, Madrid Noroeste",ONM2206003,,,Building,1170.0,"3,950,000",,1,1,1,1
"El Viso, Madrid city",VM2205087,5.0,4.0,House,370.0,"4,300,000",,0,0,0,0
"Majadahonda, Madrid Noroeste",VMO2205010,6.0,12.0,House,600.0,"1,990,000",,0,0,1,0
"Justicia, Madrid city",VM2205050,2.0,3.0,Flat,94.0,"990,000",,1,0,1,0
"Cortes, Madrid city",VM2205025,4.0,5.0,House,204.0,"1,280,000",,1,0,0,0
"Castillo – Campodón, Madrid Noroeste",VMO2204010,5.0,5.0,House,368.0,"790,000",,1,0,1,0
"Canillejas, Madrid city",ONM2204006,,,Building,604.0,"1,700,000",,0,0,1,1
"Valdeacederas, Madrid city",ONM2204007,,,Building,700.0,"2,300,000",,1,1,1,0
"Legazpi, Madrid city",ONM2204004,,,Building,364.0,"1,300,000",,0,1,1,1
"Valdeacederas, Madrid city",ONM2204005,,,Building,573.0,"1,600,000",,0,0,1,1
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
"Almagro, Madrid city",VM2210002,3.0,4.0,Duplex,243.0,"1,790,000",,1,1,0,0
"El Viso, Madrid city",VM2209057,4.0,7.0,House,881.0,"8,700,000",,0,0,1,0
"Cortes, Madrid city",VM2209079,2.0,2.0,Duplex,105.0,"990,000",,0,1,0,0
"Hispanoamérica, Madrid city",VM2210001,6.0,6.0,Flat,376.0,"3,000,000",,1,0,1,0
"Castellana, Madrid city",VM2312004,6.0,1.0,Flat,284.0,"1,700,000",,1,0,1,0
"Ciudad Universitaria, Madrid city",VM2212049,4.0,3.0,Flat,218.0,"1,450,000",,1,1,1,0
"Justicia, Madrid city",VM2209048,4.0,4.0,House,350.0,"3,700,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209047,3.0,2.0,Piso,175.0,"1,850,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209042,2.0,2.0,Flat,168.0,"1,850,000",190.0,0,0,0,0
"Nueva España, Madrid city",VM2209028,2.0,3.0,Flat,664.0,"3,990,000",,0,0,0,0
"Cortes, Madrid city",VM2209008,3.0,3.0,Flat,94.0,"829,000",,0,0,0,0
"Sol, Madrid city",VM2208018,2.0,2.0,Flat,84.0,"819,000",,0,0,0,0
"Piovera, Madrid Norte",VMN2208014,5.0,3.0,Flat,337.0,"950,000",,1,1,1,1
"Fuentelarreina, Madrid city",ONM2207001,,,Building,426.0,"1,570,000",,0,0,1,1
"Club de Golf, Madrid Noroeste",ONM2206003,,,Building,1170.0,"3,950,000",,1,1,1,1
"El Viso, Madrid city",VM2205087,5.0,4.0,House,370.0,"4,300,000",,0,0,0,0
"Majadahonda, Madrid Noroeste",VMO2205010,6.0,12.0,House,600.0,"1,990,000",,0,0,1,0
"Justicia, Madrid city",VM2205050,2.0,3.0,Flat,94.0,"990,000",,1,0,1,0
"Cortes, Madrid city",VM2205025,4.0,5.0,House,204.0,"1,280,000",,1,0,0,0
"Castillo – Campodón, Madrid Noroeste",VMO2204010,5.0,5.0,House,368.0,"790,000",,1,0,1,0
"Canillejas, Madrid city",ONM2204006,,,Building,604.0,"1,700,000",,0,0,1,1
"Valdeacederas, Madrid city",ONM2204007,,,Building,700.0,"2,300,000",,1,1,1,0
"Legazpi, Madrid city",ONM2204004,,,Building,364.0,"1,300,000",,0,1,1,1
"Valdeacederas, Madrid city",ONM2204005,,,Building,573.0,"1,600,000",,0,0,1,1
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
"Almagro, Madrid city",VM2210002,3.0,4.0,Duplex,243.0,"1,790,000",,1,1,0,0
"El Viso, Madrid city",VM2209057,4.0,7.0,House,881.0,"8,700,000",,0,0,1,0
"Cortes, Madrid city",VM2209079,2.0,2.0,Duplex,105.0,"990,000",,0,1,0,0
"Hispanoamérica, Madrid city",VM2210001,6.0,6.0,Flat,376.0,"3,000,000",,1,0,1,0
"Castellana, Madrid city",VM2312004,6.0,1.0,Flat,284.0,"1,700,000",,1,0,1,0
"Ciudad Universitaria, Madrid city",VM2212049,4.0,3.0,Flat,218.0,"1,450,000",,1,1,1,0
"Justicia, Madrid city",VM2209048,4.0,4.0,House,350.0,"3,700,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209047,3.0,2.0,Piso,175.0,"1,850,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209042,2.0,2.0,Flat,168.0,"1,850,000",190.0,0,0,0,0
"Nueva España, Madrid city",VM2209028,2.0,3.0,Flat,664.0,"3,990,000",,0,0,0,0
"Cortes, Madrid city",VM2209008,3.0,3.0,Flat,94.0,"829,000",,0,0,0,0
"Sol, Madrid city",VM2208018,2.0,2.0,Flat,84.0,"819,000",,0,0,0,0
"Piovera, Madrid Norte",VMN2208014,5.0,3.0,Flat,337.0,"950,000",,1,1,1,1
"Fuentelarreina, Madrid city",ONM2207001,,,Building,426.0,"1,570,000",,0,0,1,1
"Club de Golf, Madrid Noroeste",ONM2206003,,,Building,1170.0,"3,950,000",,1,1,1,1
"El Viso, Madrid city",VM2205087,5.0,4.0,House,370.0,"4,300,000",,0,0,0,0
"Majadahonda, Madrid Noroeste",VMO2205010,6.0,12.0,House,600.0,"1,990,000",,0,0,1,0
"Justicia, Madrid city",VM2205050,2.0,3.0,Flat,94.0,"990,000",,1,0,1,0
"Cortes, Madrid city",VM2205025,4.0,5.0,House,204.0,"1,280,000",,1,0,0,0
"Castillo – Campodón, Madrid Noroeste",VMO2204010,5.0,5.0,House,368.0,"790,000",,1,0,1,0
"Canillejas, Madrid city",ONM2204006,,,Building,604.0,"1,700,000",,0,0,1,1
"Valdeacederas, Madrid city",ONM2204007,,,Building,700.0,"2,300,000",,1,1,1,0
"Legazpi, Madrid city",ONM2204004,,,Building,364.0,"1,300,000",,0,1,1,1
"Valdeacederas, Madrid city",ONM2204005,,,Building,573.0,"1,600,000",,0,0,1,1
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
"Almagro, Madrid city",VM2210002,3.0,4.0,Duplex,243.0,"1,790,000",,1,1,0,0
"El Viso, Madrid city",VM2209057,4.0,7.0,House,881.0,"8,700,000",,0,0,1,0
"Cortes, Madrid city",VM2209079,2.0,2.0,Duplex,105.0,"990,000",,0,1,0,0
"Hispanoamérica, Madrid city",VM2210001,6.0,6.0,Flat,376.0,"3,000,000",,1,0,1,0
"Castellana, Madrid city",VM2312004,6.0,1.0,Flat,284.0,"1,700,000",,1,0,1,0
"Ciudad Universitaria, Madrid city",VM2212049,4.0,3.0,Flat,218.0,"1,450,000",,1,1,1,0
"Justicia, Madrid city",VM2209048,4.0,4.0,House,350.0,"3,700,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209047,3.0,2.0,Piso,175.0,"1,850,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209042,2.0,2.0,Flat,168.0,"1,850,000",190.0,0,0,0,0
"Nueva España, Madrid city",VM2209028,2.0,3.0,Flat,664.0,"3,990,000",,0,0,0,0
"Cortes, Madrid city",VM2209008,3.0,3.0,Flat,94.0,"829,000",,0,0,0,0
"Sol, Madrid city",VM2208018,2.0,2.0,Flat,84.0,"819,000",,0,0,0,0
"Piovera, Madrid Norte",VMN2208014,5.0,3.0,Flat,337.0,"950,000",,1,1,1,1
"Fuentelarreina, Madrid city",ONM2207001,,,Building,426.0,"1,570,000",,0,0,1,1
"Club de Golf, Madrid Noroeste",ONM2206003,,,Building,1170.0,"3,950,000",,1,1,1,1
"El Viso, Madrid city",VM2205087,5.0,4.0,House,370.0,"4,300,000",,0,0,0,0
"Majadahonda, Madrid Noroeste",VMO2205010,6.0,12.0,House,600.0,"1,990,000",,0,0,1,0
"Justicia, Madrid city",VM2205050,2.0,3.0,Flat,94.0,"990,000",,1,0,1,0
"Cortes, Madrid city",VM2205025,4.0,5.0,House,204.0,"1,280,000",,1,0,0,0
"Castillo – Campodón, Madrid Noroeste",VMO2204010,5.0,5.0,House,368.0,"790,000",,1,0,1,0
"Canillejas, Madrid city",ONM2204006,,,Building,604.0,"1,700,000",,0,0,1,1
"Valdeacederas, Madrid city",ONM2204007,,,Building,700.0,"2,300,000",,1,1,1,0
"Legazpi, Madrid city",ONM2204004,,,Building,364.0,"1,300,000",,0,1,1,1
"Valdeacederas, Madrid city",ONM2204005,,,Building,573.0,"1,600,000",,0,0,1,1
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
"Almagro, Madrid city",VM2210002,3.0,4.0,Duplex,243.0,"1,790,000",,1,1,0,0
"El Viso, Madrid city",VM2209057,4.0,7.0,House,881.0,"8,700,000",,0,0,1,0
"Cortes, Madrid city",VM2209079,2.0,2.0,Duplex,105.0,"990,000",,0,1,0,0
"Hispanoamérica, Madrid city",VM2210001,6.0,6.0,Flat,376.0,"3,000,000",,1,0,1,0
"Castellana, Madrid city",VM2312004,6.0,1.0,Flat,284.0,"1,700,000",,1,0,1,0
"Ciudad Universitaria, Madrid city",VM2212049,4.0,3.0,Flat,218.0,"1,450,000",,1,1,1,0
"Justicia, Madrid city",VM2209048,4.0,4.0,House,350.0,"3,700,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209047,3.0,2.0,Piso,175.0,"1,850,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209042,2.0,2.0,Flat,168.0,"1,850,000",190.0,0,0,0,0
"Nueva España, Madrid city",VM2209028,2.0,3.0,Flat,664.0,"3,990,000",,0,0,0,0
"Cortes, Madrid city",VM2209008,3.0,3.0,Flat,94.0,"829,000",,0,0,0,0
"Sol, Madrid city",VM2208018,2.0,2.0,Flat,84.0,"819,000",,0,0,0,0
"Piovera, Madrid Norte",VMN2208014,5.0,3.0,Flat,337.0,"950,000",,1,1,1,1
"Fuentelarreina, Madrid city",ONM2207001,,,Building,426.0,"1,570,000",,0,0,1,1
"Club de Golf, Madrid Noroeste",ONM2206003,,,Building,1170.0,"3,950,000",,1,1,1,1
"El Viso, Madrid city",VM2205087,5.0,4.0,House,370.0,"4,300,000",,0,0,0,0
"Majadahonda, Madrid Noroeste",VMO2205010,6.0,12.0,House,600.0,"1,990,000",,0,0,1,0
"Justicia, Madrid city",VM2205050,2.0,3.0,Flat,94.0,"990,000",,1,0,1,0
"Cortes, Madrid city",VM2205025,4.0,5.0,House,204.0,"1,280,000",,1,0,0,0
"Castillo – Campodón, Madrid Noroeste",VMO2204010,5.0,5.0,House,368.0,"790,000",,1,0,1,0
"Canillejas, Madrid city",ONM2204006,,,Building,604.0,"1,700,000",,0,0,1,1
"Valdeacederas, Madrid city",ONM2204007,,,Building,700.0,"2,300,000",,1,1,1,0
"Legazpi, Madrid city",ONM2204004,,,Building,364.0,"1,300,000",,0,1,1,1
"Valdeacederas, Madrid city",ONM2204005,,,Building,573.0,"1,600,000",,0,0,1,1
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
"Almagro, Madrid city",VM2210002,3.0,4.0,Duplex,243.0,"1,790,000",,1,1,0,0
"El Viso, Madrid city",VM2209057,4.0,7.0,House,881.0,"8,700,000",,0,0,1,0
"Cortes, Madrid city",VM2209079,2.0,2.0,Duplex,105.0,"990,000",,0,1,0,0
"Hispanoamérica, Madrid city",VM2210001,6.0,6.0,Flat,376.0,"3,000,000",,1,0,1,0
"Castellana, Madrid city",VM2312004,6.0,1.0,Flat,284.0,"1,700,000",,1,0,1,0
"Ciudad Universitaria, Madrid city",VM2212049,4.0,3.0,Flat,218.0,"1,450,000",,1,1,1,0
"Justicia, Madrid city",VM2209048,4.0,4.0,House,350.0,"3,700,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209047,3.0,2.0,Piso,175.0,"1,850,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209042,2.0,2.0,Flat,168.0,"1,850,000",190.0,0,0,0,0
"Nueva España, Madrid city",VM2209028,2.0,3.0,Flat,664.0,"3,990,000",,0,0,0,0
"Cortes, Madrid city",VM2209008,3.0,3.0,Flat,94.0,"829,000",,0,0,0,0
"Sol, Madrid city",VM2208018,2.0,2.0,Flat,84.0,"819,000",,0,0,0,0
"Piovera, Madrid Norte",VMN2208014,5.0,3.0,Flat,337.0,"950,000",,1,1,1,1
"Fuentelarreina, Madrid city",ONM2207001,,,Building,426.0,"1,570,000",,0,0,1,1
"Club de Golf, Madrid Noroeste",ONM2206003,,,Building,1170.0,"3,950,000",,1,1,1,1
"El Viso, Madrid city",VM2205087,5.0,4.0,House,370.0,"4,300,000",,0,0,0,0
"Majadahonda, Madrid Noroeste",VMO2205010,6.0,12.0,House,600.0,"1,990,000",,0,0,1,0
"Justicia, Madrid city",VM2205050,2.0,3.0,Flat,94.0,"990,000",,1,0,1,0
"Cortes, Madrid city",VM2205025,4.0,5.0,House,204.0,"1,280,000",,1,0,0,0
"Castillo – Campodón, Madrid Noroeste",VMO2204010,5.0,5.0,House,368.0,"790,000",,1,0,1,0
"Canillejas, Madrid city",ONM2204006,,,Building,604.0,"1,700,000",,0,0,1,1
"Valdeacederas, Madrid city",ONM2204007,,,Building,700.0,"2,300,000",,1,1,1,0
"Legazpi, Madrid city",ONM2204004,,,Building,364.0,"1,300,000",,0,1,1,1
"Valdeacederas, Madrid city",ONM2204005,,,Building,573.0,"1,600,000",,0,0,1,1
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
"Almagro, Madrid city",VM2210002,3.0,4.0,Duplex,243.0,"1,790,000",,1,1,0,0
"El Viso, Madrid city",VM2209057,4.0,7.0,House,881.0,"8,700,000",,0,0,1,0
"Cortes, Madrid city",VM2209079,2.0,2.0,Duplex,105.0,"990,000",,0,1,0,0
"Hispanoamérica, Madrid city",VM2210001,6.0,6.0,Flat,376.0,"3,000,000",,1,0,1,0
"Castellana, Madrid city",VM2312004,6.0,1.0,Flat,284.0,"1,700,000",,1,0,1,0
"Ciudad Universitaria, Madrid city",VM2212049,4.0,3.0,Flat,218.0,"1,450,000",,1,1,1,0
"Justicia, Madrid city",VM2209048,4.0,4.0,House,350.0,"3,700,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209047,3.0,2.0,Piso,175.0,"1,850,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209042,2.0,2.0,Flat,168.0,"1,850,000",190.0,0,0,0,0
"Nueva España, Madrid city",VM2209028,2.0,3.0,Flat,664.0,"3,990,000",,0,0,0,0
"Cortes, Madrid city",VM2209008,3.0,3.0,Flat,94.0,"829,000",,0,0,0,0
"Sol, Madrid city",VM2208018,2.0,2.0,Flat,84.0,"819,000",,0,0,0,0
"Piovera, Madrid Norte",VMN2208014,5.0,3.0,Flat,337.0,"950,000",,1,1,1,1
"Fuentelarreina, Madrid city",ONM2207001,,,Building,426.0,"1,570,000",,0,0,1,1
"Club de Golf, Madrid Noroeste",ONM2206003,,,Building,1170.0,"3,950,000",,1,1,1,1
"El Viso, Madrid city",VM2205087,5.0,4.0,House,370.0,"4,300,000",,0,0,0,0
"Majadahonda, Madrid Noroeste",VMO2205010,6.0,12.0,House,600.0,"1,990,000",,0,0,1,0
"Justicia, Madrid city",VM2205050,2.0,3.0,Flat,94.0,"990,000",,1,0,1,0
"Cortes, Madrid city",VM2205025,4.0,5.0,House,204.0,"1,280,000",,1,0,0,0
"Castillo – Campodón, Madrid Noroeste",VMO2204010,5.0,5.0,House,368.0,"790,000",,1,0,1,0
"Canillejas, Madrid city",ONM2204006,,,Building,604.0,"1,700,000",,0,0,1,1
"Valdeacederas, Madrid city",ONM2204007,,,Building,700.0,"2,300,000",,1,1,1,0
"Legazpi, Madrid city",ONM2204004,,,Building,364.0,"1,300,000",,0,1,1,1
"Valdeacederas, Madrid city",ONM2204005,,,Building,573.0,"1,600,000",,0,0,1,1
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
"Almagro, Madrid city",VM2210002,3.0,4.0,Duplex,243.0,"1,790,000",,1,1,0,0
"El Viso, Madrid city",VM2209057,4.0,7.0,House,881.0,"8,700,000",,0,0,1,0
"Cortes, Madrid city",VM2209079,2.0,2.0,Duplex,105.0,"990,000",,0,1,0,0
"Hispanoamérica, Madrid city",VM2210001,6.0,6.0,Flat,376.0,"3,000,000",,1,0,1,0
"Castellana, Madrid city",VM2312004,6.0,1.0,Flat,284.0,"1,700,000",,1,0,1,0
"Ciudad Universitaria, Madrid city",VM2212049,4.0,3.0,Flat,218.0,"1,450,000",,1,1,1,0
"Justicia, Madrid city",VM2209048,4.0,4.0,House,350.0,"3,700,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209047,3.0,2.0,Piso,175.0,"1,850,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209042,2.0,2.0,Flat,168.0,"1,850,000",190.0,0,0,0,0
"Nueva España, Madrid city",VM2209028,2.0,3.0,Flat,664.0,"3,990,000",,0,0,0,0
"Cortes, Madrid city",VM2209008,3.0,3.0,Flat,94.0,"829,000",,0,0,0,0
"Sol, Madrid city",VM2208018,2.0,2.0,Flat,84.0,"819,000",,0,0,0,0
"Piovera, Madrid Norte",VMN2208014,5.0,3.0,Flat,337.0,"950,000",,1,1,1,1
"Fuentelarreina, Madrid city",ONM2207001,,,Building,426.0,"1,570,000",,0,0,1,1
"Club de Golf, Madrid Noroeste",ONM2206003,,,Building,1170.0,"3,950,000",,1,1,1,1
"El Viso, Madrid city",VM2205087,5.0,4.0,House,370.0,"4,300,000",,0,0,0,0
"Majadahonda, Madrid Noroeste",VMO2205010,6.0,12.0,House,600.0,"1,990,000",,0,0,1,0
"Justicia, Madrid city",VM2205050,2.0,3.0,Flat,94.0,"990,000",,1,0,1,0
"Cortes, Madrid city",VM2205025,4.0,5.0,House,204.0,"1,280,000",,1,0,0,0
"Castillo – Campodón, Madrid Noroeste",VMO2204010,5.0,5.0,House,368.0,"790,000",,1,0,1,0
"Canillejas, Madrid city",ONM2204006,,,Building,604.0,"1,700,000",,0,0,1,1
"Valdeacederas, Madrid city",ONM2204007,,,Building,700.0,"2,300,000",,1,1,1,0
"Legazpi, Madrid city",ONM2204004,,,Building,364.0,"1,300,000",,0,1,1,1
"Valdeacederas, Madrid city",ONM2204005,,,Building,573.0,"1,600,000",,0,0,1,1
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
"Almagro, Madrid city",VM2210002,3.0,4.0,Duplex,243.0,"1,790,000",,1,1,0,0
"El Viso, Madrid city",VM2209057,4.0,7.0,House,881.0,"8,700,000",,0,0,1,0
"Cortes, Madrid city",VM2209079,2.0,2.0,Duplex,105.0,"990,000",,0,1,0,0
"Hispanoamérica, Madrid city",VM2210001,6.0,6.0,Flat,376.0,"3,000,000",,1,0,1,0
"Castellana, Madrid city",VM2312004,6.0,1.0,Flat,284.0,"1,700,000",,1,0,1,0
"Ciudad Universitaria, Madrid city",VM2212049,4.0,3.0,Flat,218.0,"1,450,000",,1,1,1,0
"Justicia, Madrid city",VM2209048,4.0,4.0,House,350.0,"3,700,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209047,3.0,2.0,Piso,175.0,"1,850,000",190.0,0,0,0,0
"Justicia, Madrid city",VM2209042,2.0,2.0,Flat,168.0,"1,850,000",190.0,0,0,0,0
"Nueva España, Madrid city",VM2209028,2.0,3.0,Flat,664.0,"3,990,000",,0,0,0,0
"Cortes, Madrid city",VM2209008,3.0,3.0,Flat,94.0,"829,000",,0,0,0,0
"Sol, Madrid city",VM2208018,2.0,2.0,Flat,84.0,"819,000",,0,0,0,0
"Piovera, Madrid Norte",VMN2208014,5.0,3.0,Flat,337.0,"950,000",,1,1,1,1
"Fuentelarreina, Madrid city",ONM2207001,,,Building,426.0,"1,570,000",,0,0,1,1
"Club de Golf, Madrid Noroeste",ONM2206003,,,Building,1170.0,"3,950,000",,1,1,1,1
"El Viso, Madrid city",VM2205087,5.0,4.0,House,370.0,"4,300,000",,0,0,0,0
"Majadahonda, Madrid Noroeste",VMO2205010,6.0,12.0,House,600.0,"1,990,000",,0,0,1,0
"Justicia, Madrid city",VM2205050,2.0,3.0,Flat,94.0,"990,000",,1,0,1,0
"Cortes, Madrid city",VM2205025,4.0,5.0,House,204.0,"1,280,000",,1,0,0,0
"Castillo – Campodón, Madrid Noroeste",VMO2204010,5.0,5.0,House,368.0,"790,000",,1,0,1,0
"Canillejas, Madrid city",ONM2204006,,,Building,604.0,"1,700,000",,0,0,1,1
"Valdeacederas, Madrid city",ONM2204007,,,Building,700.0,"2,300,000",,1,1,1,0
"Legazpi, Madrid city",ONM2204004,,,Building,364.0,"1,300,000",,0,1,1,1
"Valdeacederas, Madrid city",ONM2204005,,,Building,573.0,"1,600,000",,0,0,1,1
"Recoletos, Madrid city",VM2210032,3.0,4.0,Flat,133.0,"1,300,000",,0,0,0,0
"Valdeacederas, Madrid city",ONM2210002,,,New development,172.5,"707,000",,1,1,1,0
"Ríos Rosas, Madrid city",VM2210010,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Ríos Rosas, Madrid city",VM2210011,4.0,5.0,Flat,596.0,"3,300,000",,1,0,1,0
"Club de Golf, Madrid Noroeste",VMO2210004,12.0,15.0,House,,"4,000,000",,0,0,0,0
"Monte Rozas, Madrid Noroeste",VMO2210007,6.0,5.0,House,674.0,"1,500,000",,0,0,1,0
