price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,education_centers,sports_centers,social_wellness_index,urban_mobility_index,education_index,employment_index,health_index,kmean_cluster
105000,planta 2,exterior,2,52.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
140000,bajo,exterior,3,57.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
160000,planta 2,interior,3,52.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
129000,planta 3,exterior,2,47.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
250000,planta 2,exterior,1,73.0,1,1,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
140000,entreplanta,exterior,3,59.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
185000,planta 4,exterior,2,70.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
175000,planta 2,exterior,3,78.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
139000,planta 1,exterior,2,50.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
112000,entreplanta,exterior,2,50.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
229000,planta 1,exterior,1,50.0,1,1,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
164999,casa,exterior,2,74.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
167999,planta 3,exterior,2,70.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
179999,planta 1,exterior,3,76.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
275000,entreplanta,exterior,3,80.0,0,0,Salvador,san-blas,7.0,0.0,8.27,5.14,8.35,6.13,7.5,1
108000,planta 3,exterior,3,63.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
56000,planta -1,exterior,2,46.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
370000,planta 3,exterior,2,106.0,1,1,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
148000,planta 1,exterior,1,50.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
220000,planta 2,exterior,3,72.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
350000,planta 1,exterior,2,97.0,1,1,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
415000,planta 5,exterior,2,93.0,1,1,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
164000,planta 1,exterior,3,60.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
129000,planta 1,exterior,2,58.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
220000,planta 1,exterior,4,109.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
114000,bajo,interior,3,64.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
129900,planta 2,exterior,2,50.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
229000,planta 2,exterior,1,90.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
97999,planta 3,exterior,1,52.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
99000,bajo,exterior,2,44.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
191000,bajo,exterior,1,60.0,1,0,Salvador,san-blas,7.0,0.0,8.27,5.14,8.35,6.13,7.5,1
375000,planta 1,exterior,3,98.0,1,1,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
126700,planta 1,exterior,2,46.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
169000,planta 4,exterior,1,99.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
109999,planta 3,exterior,2,55.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
185000,planta 2,exterior,3,80.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
170000,planta 2,exterior,3,83.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
225000,planta 1,exterior,3,133.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
114000,bajo,exterior,2,55.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
369500,planta 1,exterior,3,109.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
155000,planta 2,exterior,3,57.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
178000,bajo,exterior,2,51.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
175000,planta 2,exterior,3,69.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
254000,planta 3,exterior,1,54.0,1,0,Salvador,san-blas,7.0,0.0,8.27,5.14,8.35,6.13,7.5,1
117000,planta 1,exterior,3,54.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
137800,planta 5,exterior,3,51.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
107999,planta 4,exterior,2,60.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
137800,planta 2,exterior,3,51.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
219000,planta 4,exterior,3,85.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
199000,planta 1,exterior,3,88.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
123000,bajo,exterior,2,51.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
120000,planta 3,exterior,3,72.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
114000,bajo,exterior,2,50.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
104999,planta 3,exterior,2,45.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
99999,planta 3,exterior,2,47.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
119000,planta 1,exterior,3,82.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
185000,planta 1,exterior,3,84.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
154000,planta 2,exterior,1,68.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
130000,planta 4,exterior,2,58.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
179000,planta 1,exterior,3,70.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
115000,planta 3,exterior,2,45.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
147000,planta 4,exterior,3,70.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
95500,planta 4,exterior,3,65.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
169900,bajo,exterior,3,74.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
118000,planta 2,exterior,2,52.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
175000,bajo,exterior,2,83.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
120000,planta 2,exterior,2,47.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
160000,planta 4,exterior,3,85.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
160000,planta 4,exterior,2,65.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
117999,entreplanta,exterior,2,50.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
126000,planta 1,exterior,3,68.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
79900,entreplanta,exterior,1,40.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
168000,bajo,exterior,2,50.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
120000,planta 2,interior,3,64.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
209000,planta 1,exterior,3,75.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
201847,planta 9,exterior,2,53.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
185000,planta 4,exterior,1,114.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
185000,planta 2,exterior,3,82.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
210000,planta 3,exterior,1,77.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
133999,bajo,interior,2,45.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
119999,planta 1,exterior,2,60.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
129999,planta 2,exterior,3,60.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
129800,planta 2,exterior,3,43.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
205000,planta 7,exterior,3,90.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
172000,planta 4,exterior,2,75.0,0,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
130000,entreplanta,exterior,2,52.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
109900,planta 3,exterior,3,52.0,0,0,Arcos,san-blas,19.0,0.0,6.13,5.14,8.23,8.58,6.92,1
186900,entreplanta,exterior,3,91.0,1,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
85000,planta 1,exterior,2,45.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
222000,bajo,interior,3,83.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
160000,planta 5,exterior,2,45.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
113000,planta 1,exterior,2,50.0,1,0,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
129000,bajo,exterior,2,56.0,0,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
195000,planta 8,exterior,3,100.0,1,0,Amposta,san-blas,1.0,0.0,8.74,3.94,10.72,11.19,7.45,1
155000,planta 3,exterior,3,65.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
155000,planta 2,exterior,3,61.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
123000,planta 4,exterior,1,69.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
155000,planta 3,exterior,3,77.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
247000,planta 5,exterior,1,54.0,1,1,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
129000,planta 4,exterior,2,60.0,0,0,Hellín,san-blas,5.0,1.0,6.66,4.82,8.56,9.37,8.83,1
130349,planta 3,exterior,3,75.0,0,0,Canillejas,san-blas,11.0,0.0,6.2,6.24,7.96,8.3,5.88,1
275000,planta 4,exterior,1,64.0,1,1,Simancas,san-blas,25.0,0.0,8.8,5.46,9.44,8.83,6.48,1
180000,planta 2,interior,3,51.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
260000,planta 2,exterior,2,62.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
299000,bajo,exterior,1,67.0,0,0,Cuatro Caminos,tetuan,13.0,0.0,6.49,7.5,8.5,6.79,6.62,1
455000,planta 1,exterior,3,104.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
149000,bajo,exterior,2,57.0,1,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
460000,planta 4,exterior,1,65.0,1,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
210000,entreplanta,exterior,2,63.0,0,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
135000,planta 1,exterior,2,50.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
398500,planta 10,exterior,3,75.0,1,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
299000,planta 1,exterior,3,97.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
279000,planta 4,exterior,3,69.0,0,0,Castillejos,tetuan,4.0,1.0,6.75,8.8,10.44,7.04,6.64,1
517500,planta 2,exterior,2,112.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
656500,planta 3,exterior,3,136.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
469000,planta 2,exterior,2,93.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
184900,bajo,exterior,1,64.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
173900,bajo,exterior,2,53.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
279000,planta 3,exterior,2,63.0,1,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
195000,planta 3,exterior,3,70.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
179000,planta 4,interior,2,36.0,0,0,Cuatro Caminos,tetuan,13.0,0.0,6.49,7.5,8.5,6.79,6.62,1
139000,bajo,exterior,1,40.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
165000,bajo,exterior,1,49.0,1,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
220000,planta 2,exterior,3,81.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
145000,bajo,interior,2,45.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
287500,planta 4,exterior,2,61.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
230000,bajo,exterior,1,64.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
259900,planta 1,exterior,2,82.0,0,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
145000,bajo,interior,1,47.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
230000,planta 2,exterior,2,65.0,1,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
125000,planta 2,interior,2,40.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
156650,planta 1,exterior,2,59.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
300000,planta 1,exterior,2,93.0,1,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
390000,planta 2,exterior,3,110.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
215000,planta 2,exterior,2,52.0,1,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
365000,planta 2,exterior,2,75.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
195000,planta 2,exterior,1,65.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
229000,planta 1,exterior,2,49.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
340000,planta 1,exterior,1,76.0,1,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
230000,planta 2,exterior,2,38.0,0,0,Cuatro Caminos,tetuan,13.0,0.0,6.49,7.5,8.5,6.79,6.62,1
390000,planta 2,exterior,3,97.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
175000,bajo,interior,1,41.0,0,0,Cuatro Caminos,tetuan,13.0,0.0,6.49,7.5,8.5,6.79,6.62,1
290000,planta 1,exterior,3,83.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
277500,planta 1,exterior,3,80.0,0,0,Castillejos,tetuan,4.0,1.0,6.75,8.8,10.44,7.04,6.64,1
209000,planta 1,exterior,2,69.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
233000,entreplanta,exterior,1,85.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
238000,planta 2,exterior,3,82.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
365000,planta 3,exterior,2,91.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
259000,planta 3,exterior,1,46.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
269900,planta 1,exterior,2,68.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
249000,planta 1,exterior,3,66.0,0,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
150000,planta 3,exterior,2,60.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
150000,bajo,exterior,1,59.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
135000,planta 3,exterior,1,30.0,0,0,Cuatro Caminos,tetuan,13.0,0.0,6.49,7.5,8.5,6.79,6.62,1
299000,planta 2,exterior,3,75.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
190000,planta 3,exterior,2,50.0,0,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
425000,planta 3,exterior,2,78.0,1,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
259000,planta 3,interior,2,57.0,1,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
175000,planta 2,interior,2,41.0,1,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
229000,planta 2,exterior,3,67.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
118800,planta 1,exterior,1,44.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
109000,planta 3,exterior,1,87.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
244900,planta 2,exterior,1,67.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
235000,planta 2,interior,1,63.0,0,0,Castillejos,tetuan,4.0,1.0,6.75,8.8,10.44,7.04,6.64,1
315000,bajo,exterior,3,95.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
395000,planta 8,exterior,3,118.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
349000,planta 3,exterior,1,67.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
229000,planta 1,exterior,3,83.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
135000,planta 1,interior,2,47.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
359000,planta 3,exterior,1,45.0,0,0,Cuatro Caminos,tetuan,13.0,0.0,6.49,7.5,8.5,6.79,6.62,1
195000,entreplanta,exterior,1,69.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
189000,bajo,interior,2,41.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
242000,planta 1,exterior,1,63.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
232000,planta 2,exterior,1,57.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
195000,bajo,exterior,1,60.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
197000,planta 2,exterior,1,47.0,1,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
187000,planta 1,exterior,1,63.0,0,1,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
217000,planta 3,exterior,3,89.0,0,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
280000,planta 2,exterior,3,77.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
273000,planta 1,exterior,2,77.0,1,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
216000,planta 2,exterior,2,60.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
198000,planta 2,exterior,1,59.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
176000,bajo,exterior,2,46.0,1,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
260000,planta 2,exterior,1,60.0,1,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
175000,planta 3,exterior,3,70.0,0,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
258000,planta 1,exterior,3,90.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
78500,semi-sotano,exterior,2,21.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
364000,planta 2,exterior,2,71.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
279000,planta 1,exterior,1,51.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
219000,planta 1,exterior,2,73.0,0,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
335000,planta 2,exterior,2,90.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
375000,planta 3,exterior,2,70.0,1,1,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
270000,bajo,exterior,1,60.0,1,0,Castillejos,tetuan,4.0,1.0,6.75,8.8,10.44,7.04,6.64,1
135000,bajo,exterior,1,50.0,0,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
178000,planta 3,exterior,3,57.0,0,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
270000,planta 1,exterior,2,78.0,0,0,Almenara,tetuan,10.0,1.0,6.77,10.96,9.92,9.99,8.13,1
240000,bajo,exterior,1,60.0,1,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
310000,planta 3,exterior,1,68.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
147000,bajo,exterior,2,46.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
199900,planta 2,exterior,2,36.0,1,0,Castillejos,tetuan,4.0,1.0,6.75,8.8,10.44,7.04,6.64,1
298000,planta 2,exterior,2,99.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
180000,bajo,interior,2,55.0,0,0,Cuatro Caminos,tetuan,13.0,0.0,6.49,7.5,8.5,6.79,6.62,1
235000,planta 1,exterior,2,60.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
175000,planta 1,exterior,2,60.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
349000,planta 1,interior,3,128.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
165000,planta 1,exterior,1,50.0,1,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
244900,planta 2,exterior,1,93.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
149000,bajo,exterior,1,55.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
405000,planta 6,exterior,1,60.0,1,0,Castillejos,tetuan,4.0,1.0,6.75,8.8,10.44,7.04,6.64,1
195000,planta 3,exterior,3,77.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
109999,bajo,exterior,2,50.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
209999,planta 1,exterior,2,60.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
239900,bajo,exterior,1,53.0,0,1,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
198000,planta 2,exterior,2,45.0,0,0,Cuatro Caminos,tetuan,13.0,0.0,6.49,7.5,8.5,6.79,6.62,1
310000,bajo,exterior,3,128.0,1,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
189000,planta 1,exterior,3,66.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
96000,bajo,exterior,1,30.0,0,0,Bellas Vistas,tetuan,12.0,0.0,6.46,11.66,9.13,9.37,6.02,1
189000,bajo,exterior,2,55.0,0,0,Berruguete,tetuan,6.0,1.0,6.73,22.98,9.3,9.27,6.1,1
359000,casa,exterior,4,147.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
253000,planta 2,exterior,4,108.0,0,0,Valdeacederas,tetuan,9.0,0.0,7.15,4.91,11.54,9.31,8.41,1
