sq_mt_built,n_rooms,n_bathrooms,is_exact_address_hidden,floor,is_floor_under,rent_price,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_terrace,has_storage_room,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,neighborhood,District,HouseType
433.0,4,3.0,1,Bajo,1.0,1428,0,395000,912,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,1,1.0,0.0,,,,,San Isidro 19,Carabanchel 3,Piso
44.0,2,1.0,0,3,0.0,617,0,118000,2682,1,0,,1969.0,,,,,0.0,,,,E,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
57.0,3,1.0,0,4,0.0,656,0,127600,2239,1,1,0.0,,,,,,0.0,1.0,,,not indicated,0,,,,,,,Buena Vista 13,Carabanchel 3,Piso
271.0,6,5.0,1,Bajo,1.0,1296,0,339000,1251,1,1,0.0,,,,,,0.0,,,,in process,0,,,,,,,Buena Vista 13,Carabanchel 3,Piso
71.0,3,1.0,0,3,0.0,646,0,125000,1761,1,0,0.0,1966.0,,,1.0,,0.0,1.0,,,in process,0,,,0.0,0.0,1.0,1.0,Opañel 15,Carabanchel 3,Piso
65.0,3,1.0,1,2,0.0,788,0,162000,2492,1,0,0.0,1965.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,F,0,,,0.0,0.0,0.0,1.0,Comillas 14,Carabanchel 3,Piso
64.0,3,1.0,1,4,0.0,642,0,124000,1938,1,0,0.0,1970.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,in process,0,,,0.0,0.0,1.0,0.0,San Isidro 19,Carabanchel 3,Piso
90.0,3,1.0,1,7,0.0,1024,0,235000,2611,1,0,0.0,1963.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,0.0,1.0,0.0,1.0,Comillas 14,Carabanchel 3,Piso
105.0,4,2.0,1,2,0.0,1167,0,287000,2733,1,0,0.0,1971.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,in process,1,0.0,25000.0,1.0,0.0,0.0,0.0,San Isidro 19,Carabanchel 3,Piso
85.0,3,1.0,1,Bajo,1.0,702,0,139000,1635,1,1,0.0,1950.0,0.0,1.0,,,1.0,1.0,,,E,0,,,,,,,Comillas 14,Carabanchel 3,Piso
500.0,6,4.0,0,Bajo,1.0,1346,0,360000,720,1,1,0.0,,,,,,0.0,1.0,,,not indicated,0,,,,,,,Opañel 15,Carabanchel 3,Piso
54.0,2,1.0,1,2,0.0,625,0,119900,2220,1,1,0.0,1965.0,0.0,1.0,,,0.0,1.0,1.0,,in process,0,,,1.0,0.0,0.0,0.0,Vista Alegre 18,Carabanchel 3,Piso
58.0,1,1.0,1,Bajo,1.0,780,0,160000,2759,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,,,in process,0,,,0.0,0.0,1.0,1.0,San Isidro 19,Carabanchel 3,Piso
65.0,2,1.0,0,2,0.0,625,0,120000,1846,1,0,0.0,,,,,,0.0,1.0,,,E,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
100.0,3,2.0,1,3,0.0,1119,0,269000,2690,1,0,0.0,2001.0,0.0,1.0,1.0,1.0,1.0,1.0,,,in process,1,1.0,0.0,,,,,Abrantes 12,Carabanchel 3,Piso
78.0,3,2.0,1,1,0.0,871,0,186000,2385,1,0,0.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,E,0,,,0.0,0.0,1.0,0.0,Abrantes 12,Carabanchel 3,Piso
80.0,4,1.0,1,5,0.0,698,0,138000,1725,1,0,0.0,1965.0,0.0,1.0,,,0.0,1.0,1.0,,in process,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
77.0,3,1.0,1,2,0.0,777,0,159000,2065,1,1,0.0,1961.0,0.0,1.0,1.0,1.0,0.0,1.0,,,not indicated,0,,,,,,,Opañel 15,Carabanchel 3,Piso
110.0,3,2.0,0,2,0.0,1173,0,289500,2632,1,0,1.0,,,,,,1.0,1.0,,,in process,1,1.0,0.0,,,,,San Isidro 19,Carabanchel 3,Piso
90.0,2,2.0,0,2,0.0,1052,0,245000,2722,1,0,1.0,,,,,,1.0,1.0,,,in process,1,1.0,0.0,,,,,San Isidro 19,Carabanchel 3,Piso
189.0,3,2.0,0,,,1655,0,495000,2619,1,0,1.0,,,,,,1.0,1.0,1.0,1.0,not indicated,1,1.0,0.0,,,,,Pau de Carabanchel 16,Carabanchel 3,Ático
103.0,3,2.0,0,,,1272,0,329000,3194,1,0,1.0,,,,,,1.0,1.0,1.0,1.0,not indicated,1,1.0,0.0,,,,,Pau de Carabanchel 16,Carabanchel 3,Piso
56.0,3,1.0,1,,,692,0,136570,2439,1,0,,,,,,,0.0,,,,G,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
57.0,2,1.0,0,1,0.0,625,0,120000,2105,1,0,0.0,,0.0,1.0,,1.0,0.0,1.0,,,in process,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
42.0,2,1.0,1,4,0.0,658,0,128000,3048,1,0,0.0,,0.0,1.0,1.0,,0.0,1.0,,,in process,0,,,,,,,San Isidro 19,Carabanchel 3,Piso
79.0,3,1.0,1,4,0.0,705,0,140000,1772,1,0,0.0,1962.0,0.0,1.0,1.0,,0.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Opañel 15,Carabanchel 3,Piso
145.0,4,3.0,1,3,0.0,1287,0,335000,2310,1,0,0.0,2002.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,E,1,1.0,0.0,0.0,0.0,1.0,0.0,Abrantes 12,Carabanchel 3,Piso
76.0,2,1.0,0,2,0.0,833,0,175000,2303,1,0,0.0,2020.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,B,0,,,,,,,San Isidro 19,Carabanchel 3,Piso
110.0,3,2.0,1,2,0.0,1161,0,285000,2591,1,0,0.0,2001.0,0.0,1.0,,1.0,1.0,1.0,,1.0,in process,1,1.0,0.0,,,,,Puerta Bonita 17,Carabanchel 3,Piso
57.0,3,1.0,1,2,0.0,517,0,95000,1667,1,1,0.0,1960.0,,,,1.0,0.0,1.0,1.0,,in process,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
88.0,3,1.0,0,4,0.0,660,0,128500,1460,1,0,0.0,1987.0,0.0,1.0,,1.0,1.0,1.0,1.0,,in process,0,,,1.0,0.0,0.0,0.0,Abrantes 12,Carabanchel 3,Piso
100.0,3,1.0,0,Bajo,1.0,907,0,197000,1970,1,0,0.0,1976.0,1.0,0.0,,,0.0,1.0,1.0,,in process,1,1.0,0.0,,,,,Buena Vista 13,Carabanchel 3,Piso
60.0,1,1.0,0,3,0.0,780,0,160000,2667,1,0,0.0,2007.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,0,,,0.0,0.0,1.0,0.0,San Isidro 19,Carabanchel 3,Ático
82.0,3,1.0,1,4,0.0,666,0,129900,1584,1,0,0.0,1965.0,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
74.0,3,1.0,1,4,0.0,698,0,138000,1865,1,1,0.0,1965.0,0.0,1.0,,,,1.0,1.0,,in process,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
82.0,3,1.0,0,2,0.0,964,0,215000,2622,1,0,0.0,1999.0,0.0,1.0,,1.0,1.0,1.0,,,in process,0,,,0.0,1.0,0.0,1.0,Puerta Bonita 17,Carabanchel 3,Piso
80.0,3,1.0,0,3,0.0,844,0,178000,2225,1,0,0.0,1955.0,0.0,1.0,,1.0,1.0,1.0,,,in process,0,,,1.0,0.0,0.0,0.0,Abrantes 12,Carabanchel 3,Piso
86.0,3,1.0,1,3,0.0,802,0,166000,1930,1,0,0.0,1964.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
94.0,2,2.0,1,Bajo,1.0,780,0,160000,1702,1,0,0.0,,0.0,1.0,,1.0,0.0,1.0,,,E,0,,,,,,,San Isidro 19,Carabanchel 3,Piso
74.0,3,1.0,1,2,0.0,698,0,138000,1865,1,0,0.0,1971.0,0.0,1.0,,,0.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,1.0,Vista Alegre 18,Carabanchel 3,Piso
170.0,2,2.0,0,Bajo,1.0,1262,0,325000,1912,1,0,0.0,1965.0,0.0,1.0,,,0.0,1.0,1.0,,in process,1,1.0,0.0,,,,,San Isidro 19,Carabanchel 3,Piso
208.0,2,1.0,1,,0.0,1187,0,295000,1418,1,1,0.0,1942.0,0.0,1.0,,,,,1.0,1.0,E,1,1.0,0.0,0.0,0.0,1.0,0.0,Opañel 15,Carabanchel 3,Chalet
72.0,2,1.0,1,2,0.0,696,0,137500,1910,1,0,0.0,1958.0,,,,,1.0,1.0,1.0,,G,0,,,0.0,0.0,1.0,0.0,Abrantes 12,Carabanchel 3,Piso
54.0,2,1.0,1,4,0.0,561,0,105000,1944,1,0,0.0,1966.0,,,,,0.0,1.0,,,E,0,,,0.0,0.0,1.0,1.0,San Isidro 19,Carabanchel 3,Piso
50.0,2,1.0,1,1,0.0,621,0,119000,2380,1,0,0.0,1965.0,0.0,1.0,1.0,,1.0,1.0,,,in process,0,,,0.0,1.0,0.0,0.0,Opañel 15,Carabanchel 3,Piso
53.0,3,1.0,1,Bajo,1.0,604,0,115000,2170,1,0,0.0,1960.0,0.0,1.0,,,0.0,1.0,,,in process,0,,,0.0,0.0,0.0,1.0,Puerta Bonita 17,Carabanchel 3,Piso
75.0,4,1.0,1,3,0.0,725,0,145000,1933,1,0,0.0,1965.0,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,1.0,Vista Alegre 18,Carabanchel 3,Piso
107.0,2,2.0,0,3,0.0,1316,0,347000,3243,1,0,0.0,2020.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,in process,1,0.0,15000.0,,,,,San Isidro 19,Carabanchel 3,Piso
54.0,2,1.0,1,4,0.0,561,0,105000,1944,1,0,0.0,1966.0,0.0,1.0,,,0.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,San Isidro 19,Carabanchel 3,Piso
121.0,3,2.0,0,3,0.0,1432,0,397000,3281,1,0,0.0,2020.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,in process,1,0.0,15000.0,,,,,San Isidro 19,Carabanchel 3,Piso
81.0,3,1.0,1,4,0.0,666,0,129900,1604,1,0,0.0,1970.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,D,0,,,1.0,0.0,1.0,0.0,Buena Vista 13,Carabanchel 3,Piso
62.0,2,1.0,1,2,0.0,833,0,175000,2823,1,1,0.0,1950.0,,,1.0,,1.0,0.0,,,in process,0,,,,,,,Comillas 14,Carabanchel 3,Piso
44.0,2,1.0,1,1,0.0,625,0,120000,2727,1,0,,,,,,,0.0,1.0,1.0,,not indicated,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
81.0,2,1.0,0,1,0.0,976,0,219000,2704,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
83.0,2,2.0,0,,,968,0,216500,2608,1,0,1.0,,,,,,1.0,1.0,,1.0,B,1,1.0,0.0,,,,,Pau de Carabanchel 16,Carabanchel 3,Piso
102.0,2,2.0,1,6,0.0,1195,0,298000,2922,1,0,0.0,2004.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,G,1,1.0,0.0,1.0,0.0,1.0,1.0,Pau de Carabanchel 16,Carabanchel 3,Ático
56.0,2,2.0,0,1,0.0,1094,0,260000,4643,1,0,1.0,,,,,,1.0,1.0,1.0,1.0,not indicated,1,1.0,0.0,,,,,Puerta Bonita 17,Carabanchel 3,Piso
86.0,2,2.0,0,2,0.0,1103,0,263200,3060,1,0,1.0,,,,,,1.0,1.0,,1.0,not indicated,1,1.0,0.0,,,,,Puerta Bonita 17,Carabanchel 3,Piso
95.0,3,1.0,1,3,0.0,976,0,219000,2305,1,0,0.0,,0.0,1.0,,1.0,1.0,0.0,,,in process,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
59.0,1,1.0,0,Bajo,1.0,793,0,163500,2771,1,0,1.0,,,,,,1.0,1.0,,1.0,not indicated,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
86.0,2,2.0,0,1,0.0,1089,0,257900,2999,1,0,1.0,,,,,,1.0,1.0,1.0,1.0,not indicated,1,1.0,0.0,,,,,Puerta Bonita 17,Carabanchel 3,Piso
79.0,3,1.0,0,1,0.0,813,0,169000,2139,1,1,0.0,2004.0,0.0,1.0,,1.0,0.0,1.0,1.0,,G,0,,,,,,,Opañel 15,Carabanchel 3,Piso
124.0,3,2.0,1,6,0.0,1246,0,318500,2569,1,0,0.0,2002.0,,,1.0,1.0,1.0,1.0,,1.0,in process,1,1.0,0.0,1.0,0.0,1.0,0.0,Pau de Carabanchel 16,Carabanchel 3,Piso
32.0,1,1.0,1,Bajo,1.0,373,0,65000,2031,1,0,0.0,,,,,,0.0,0.0,,,E,0,,,,,,,San Isidro 19,Carabanchel 3,Piso
50.0,2,1.0,1,1,0.0,736,0,148000,2960,1,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,0.0,Vista Alegre 18,Carabanchel 3,Piso
160.0,2,2.0,1,Bajo,1.0,851,0,180000,1125,1,0,0.0,,,,,,0.0,1.0,,,D,0,,,,,,,Opañel 15,Carabanchel 3,Piso
93.0,3,2.0,1,1,0.0,798,0,165000,1774,1,0,0.0,1970.0,1.0,0.0,1.0,1.0,1.0,1.0,,,E,0,,,0.0,1.0,0.0,0.0,Abrantes 12,Carabanchel 3,Piso
67.0,3,1.0,1,3,0.0,678,0,133070,1986,1,1,0.0,1966.0,0.0,1.0,,,1.0,1.0,,,F,0,,,0.0,0.0,1.0,0.0,Puerta Bonita 17,Carabanchel 3,Piso
88.0,3,1.0,1,2,0.0,604,0,115000,1307,1,0,0.0,,0.0,1.0,,,0.0,1.0,,,in process,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
54.0,3,1.0,1,4,0.0,570,0,107000,1981,1,0,0.0,,,,,1.0,0.0,1.0,,,F,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
55.0,2,1.0,1,Bajo,1.0,535,0,99000,1800,1,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,,,in process,0,,,,,,,Comillas 14,Carabanchel 3,Piso
54.0,3,1.0,0,4,0.0,570,0,107000,1981,1,0,,,,,,,0.0,,1.0,,F,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
54.0,1,1.0,0,2,0.0,897,0,194000,3593,1,0,0.0,2006.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,D,1,1.0,0.0,0.0,0.0,1.0,0.0,Pau de Carabanchel 16,Carabanchel 3,Piso
90.0,2,2.0,1,3,0.0,1388,0,378000,4200,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,E,0,,,0.0,1.0,1.0,0.0,Comillas 14,Carabanchel 3,Piso
88.0,3,1.0,1,3,0.0,868,0,185000,2102,1,0,0.0,1964.0,0.0,1.0,,,1.0,1.0,1.0,,G,1,1.0,0.0,0.0,0.0,0.0,1.0,Abrantes 12,Carabanchel 3,Piso
56.0,3,1.0,1,Bajo,1.0,692,0,136570,2439,1,0,,,,,,,,,1.0,,in process,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
120.0,4,1.0,1,2,0.0,884,0,190000,1583,1,0,0.0,,0.0,1.0,,,0.0,1.0,,,in process,0,,,,,,,Opañel 15,Carabanchel 3,Piso
50.0,1,1.0,1,5,0.0,830,0,174000,3480,1,0,0.0,2007.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,in process,1,1.0,0.0,1.0,1.0,0.0,0.0,Pau de Carabanchel 16,Carabanchel 3,Piso
70.0,2,1.0,1,1,0.0,634,0,122000,1743,1,1,0.0,1968.0,0.0,1.0,1.0,,0.0,0.0,,1.0,in process,0,,,0.0,0.0,0.0,1.0,Vista Alegre 18,Carabanchel 3,Piso
81.0,2,2.0,0,3,0.0,887,0,191000,2358,1,0,,2008.0,,,,,,,,,in process,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
87.0,2,2.0,0,1,0.0,913,0,199000,2287,1,0,,2008.0,,,,,,,,,in process,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
77.0,2,1.0,1,,,698,0,138000,1792,1,0,,1965.0,,,,,,,1.0,,in process,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
65.0,2,1.0,1,1,0.0,632,0,121600,1871,1,0,0.0,1970.0,,,,,0.0,,,,E,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
65.0,1,1.0,1,Bajo,1.0,617,0,118000,1815,1,0,0.0,,,,,,0.0,1.0,,,in process,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
77.0,2,1.0,1,3,0.0,1038,0,240000,3117,1,0,0.0,2003.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,0.0,1.0,0.0,1.0,Vista Alegre 18,Carabanchel 3,Piso
95.0,2,1.0,1,3,0.0,948,0,210000,2211,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,in process,0,,,0.0,1.0,0.0,0.0,Vista Alegre 18,Carabanchel 3,Piso
60.0,2,2.0,1,3,0.0,901,0,195000,3250,1,0,0.0,2010.0,0.0,1.0,,1.0,1.0,1.0,1.0,,in process,1,1.0,0.0,0.0,0.0,0.0,1.0,Buena Vista 13,Carabanchel 3,Dúplex
270.0,4,3.0,1,,0.0,1382,0,375000,1389,1,0,0.0,,0.0,1.0,1.0,1.0,,,1.0,1.0,in process,1,1.0,0.0,0.0,0.0,1.0,0.0,Puerta Bonita 17,Carabanchel 3,Casa
115.0,4,2.0,1,2,0.0,1067,0,250000,2174,1,0,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Buena Vista 13,Carabanchel 3,Piso
70.0,2,1.0,1,2,0.0,654,0,127000,1814,1,0,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Buena Vista 13,Carabanchel 3,Piso
58.0,3,1.0,1,Bajo,1.0,692,0,136570,2355,1,1,0.0,1968.0,0.0,1.0,,,0.0,1.0,1.0,,G,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
70.0,2,1.0,1,2,0.0,798,0,165000,2357,1,0,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Buena Vista 13,Carabanchel 3,Piso
94.0,4,2.0,0,1,0.0,847,0,179000,1904,1,0,0.0,1976.0,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,0.0,Puerta Bonita 17,Carabanchel 3,Piso
86.0,2,2.0,0,4,0.0,1192,0,297000,3453,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,D,1,1.0,0.0,0.0,1.0,0.0,1.0,Pau de Carabanchel 16,Carabanchel 3,Piso
124.0,4,3.0,1,2,0.0,1197,0,299000,2411,1,0,0.0,2000.0,0.0,1.0,1.0,,1.0,1.0,,,in process,1,1.0,0.0,0.0,0.0,1.0,0.0,Vista Alegre 18,Carabanchel 3,Piso
65.0,3,1.0,0,1,0.0,894,0,193000,2969,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,,,in process,0,,,,,,,Comillas 14,Carabanchel 3,Piso
91.0,3,1.0,1,4,0.0,662,0,129000,1418,1,1,0.0,,,,,1.0,0.0,1.0,1.0,,F,0,,,0.0,1.0,0.0,1.0,Puerta Bonita 17,Carabanchel 3,Piso
66.0,3,1.0,1,1,0.0,674,0,132000,2000,1,1,0.0,,,,,1.0,0.0,1.0,1.0,,in process,0,,,,,,,Opañel 15,Carabanchel 3,Piso
57.0,3,1.0,0,2,0.0,604,0,115000,2018,1,0,,,,,,,0.0,,1.0,,G,0,,,,,,,San Isidro 19,Carabanchel 3,Piso
118.0,4,1.0,1,1,0.0,954,0,212000,1797,1,1,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,in process,0,,,,,,,Opañel 15,Carabanchel 3,Piso
63.0,3,1.0,1,4,0.0,596,0,113000,1794,1,0,,,0.0,1.0,,,,,,,in process,0,,,,,,,San Isidro 19,Carabanchel 3,Piso
66.0,3,1.0,1,3,0.0,643,0,124200,1882,1,0,,,0.0,1.0,,,,,,,G,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
75.0,1,1.0,1,Bajo,1.0,868,0,185000,2467,1,0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,in process,1,1.0,0.0,1.0,0.0,1.0,0.0,Buena Vista 13,Carabanchel 3,Piso
72.0,2,2.0,0,1,0.0,802,0,166000,2306,1,0,0.0,1991.0,0.0,1.0,,,0.0,1.0,1.0,,not indicated,0,,,,,,,Opañel 15,Carabanchel 3,Piso
81.0,3,1.0,1,2,0.0,646,0,125000,1543,1,1,0.0,1966.0,,,,,0.0,1.0,1.0,,C,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
177.0,2,1.0,1,,0.0,1238,0,315000,1780,1,0,0.0,,0.0,1.0,1.0,,,,1.0,1.0,E,0,,,0.0,0.0,1.0,0.0,Buena Vista 13,Carabanchel 3,Chalet
51.0,2,1.0,1,2,0.0,625,0,120000,2353,1,0,0.0,1964.0,,,,,0.0,1.0,,,in process,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
70.0,3,1.0,0,1,0.0,884,0,190000,2714,1,0,0.0,1980.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,A,0,,,0.0,0.0,1.0,0.0,Opañel 15,Carabanchel 3,Piso
50.0,2,1.0,0,2,0.0,798,0,165000,3300,1,0,0.0,1970.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,A,0,,,0.0,0.0,1.0,0.0,Opañel 15,Carabanchel 3,Piso
88.0,2,2.0,0,1,0.0,1094,0,260000,2955,1,0,0.0,,,,1.0,1.0,1.0,1.0,,1.0,D,1,0.0,18000.0,0.0,1.0,0.0,0.0,San Isidro 19,Carabanchel 3,Piso
128.0,4,1.0,1,2,0.0,1240,0,316000,2469,1,0,0.0,,0.0,1.0,1.0,,0.0,1.0,1.0,,in process,0,,,,,,,Opañel 15,Carabanchel 3,Piso
62.0,3,1.0,1,2,0.0,625,0,120000,1935,1,0,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,D,0,,,0.0,1.0,0.0,1.0,Puerta Bonita 17,Carabanchel 3,Piso
105.0,3,2.0,0,3,0.0,1200,0,300000,2857,1,1,0.0,,0.0,1.0,,,1.0,1.0,,,F,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
68.0,2,1.0,1,3,0.0,901,0,195000,2868,1,1,0.0,,0.0,1.0,,1.0,1.0,1.0,,,D,0,,,0.0,0.0,0.0,1.0,Comillas 14,Carabanchel 3,Piso
62.0,2,1.0,1,1,0.0,676,0,132600,2139,1,1,0.0,1965.0,0.0,1.0,1.0,,1.0,1.0,,,in process,0,,,,,,,Opañel 15,Carabanchel 3,Piso
65.0,3,1.0,1,4,0.0,686,0,135000,2077,1,0,0.0,,,,,,0.0,1.0,,,G,0,,,,,,,Vista Alegre 18,Carabanchel 3,Piso
80.0,3,1.0,1,3,0.0,1127,0,272000,3400,1,0,0.0,1974.0,0.0,1.0,1.0,1.0,1.0,1.0,,,in process,0,,,0.0,0.0,1.0,0.0,San Isidro 19,Carabanchel 3,Piso
79.0,3,1.0,1,1,0.0,816,0,170000,2152,1,1,0.0,1951.0,0.0,1.0,,1.0,1.0,1.0,,,in process,0,,,0.0,0.0,0.0,1.0,San Isidro 19,Carabanchel 3,Piso
67.0,2,1.0,1,3,0.0,736,0,148000,2209,1,1,0.0,,0.0,1.0,,,0.0,0.0,1.0,,G,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
105.0,3,2.0,1,1,0.0,1238,0,315000,3000,1,0,0.0,1953.0,0.0,1.0,1.0,,0.0,1.0,1.0,,in process,0,,,,,,,San Isidro 19,Carabanchel 3,Piso
62.0,3,1.0,1,3,0.0,994,0,225000,3629,1,0,0.0,,0.0,1.0,,,1.0,0.0,,,in process,0,,,,,,,Opañel 15,Carabanchel 3,Piso
140.0,6,6.0,1,Bajo,1.0,1391,0,379000,2707,1,0,0.0,,,,1.0,,1.0,1.0,,,in process,0,,,,,,,Comillas 14,Carabanchel 3,Piso
80.0,3,1.0,1,2,0.0,780,0,159900,1999,1,0,0.0,,,,,,1.0,1.0,,,in process,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
99.0,3,2.0,1,1,0.0,1067,0,250000,2525,1,0,0.0,1985.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
85.0,3,1.0,1,2,0.0,717,0,143000,1682,1,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,in process,0,,,0.0,1.0,0.0,1.0,Opañel 15,Carabanchel 3,Piso
80.0,1,2.0,1,Bajo,1.0,844,0,178000,2225,1,0,0.0,2007.0,0.0,1.0,1.0,,0.0,1.0,,,not indicated,0,,,,,,,Puerta Bonita 17,Carabanchel 3,Piso
84.0,3,2.0,1,2,0.0,816,0,169900,2023,1,0,0.0,1982.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,E,0,,,1.0,0.0,1.0,0.0,San Isidro 19,Carabanchel 3,Piso
90.0,3,2.0,1,2,0.0,604,0,115000,1278,1,0,0.0,,,,,1.0,0.0,1.0,1.0,1.0,in process,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
95.0,2,2.0,1,3,0.0,1213,0,305000,3211,1,0,0.0,2007.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,E,0,,,,,,,Opañel 15,Carabanchel 3,Ático
75.0,3,1.0,0,4,0.0,636,0,122500,1633,1,0,0.0,,,,,,1.0,1.0,1.0,,not indicated,0,,,,,,,Abrantes 12,Carabanchel 3,Piso
85.0,3,1.0,1,8,0.0,766,0,156000,1835,1,1,0.0,1966.0,0.0,1.0,,,1.0,1.0,,,in process,0,,,0.0,0.0,0.0,1.0,Abrantes 12,Carabanchel 3,Piso
133.0,3,1.0,1,2,0.0,1148,0,280000,2105,1,1,0.0,1967.0,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,1.0,Vista Alegre 18,Carabanchel 3,Piso
68.0,2,2.0,1,1,0.0,1067,0,250000,3676,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,in process,1,1.0,0.0,1.0,0.0,1.0,0.0,Abrantes 12,Carabanchel 3,Piso
121.0,3,2.0,1,5,0.0,1250,0,320000,2645,1,0,0.0,2002.0,0.0,1.0,1.0,1.0,1.0,1.0,,,in process,0,,,0.0,1.0,0.0,1.0,Abrantes 12,Carabanchel 3,Piso
50.0,2,1.0,1,Bajo,1.0,475,0,86000,1720,1,0,0.0,1930.0,0.0,1.0,1.0,,0.0,1.0,,,not indicated,0,,,,,,,Comillas 14,Carabanchel 3,Piso
70.0,2,1.0,1,1,0.0,632,0,121600,1737,1,1,0.0,1970.0,0.0,1.0,,1.0,0.0,0.0,1.0,,E,0,,,1.0,0.0,1.0,0.0,Abrantes 12,Carabanchel 3,Piso
